addressLine1,city,zipCode,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,ownerOccupied,latest_assessment_value,has_cooling,has_garage,has_pool,unit_count,floor_count,exterior_type,roof_type,latest_property_tax,target_price,property_age,price_per_sqft,lot_to_building_ratio,bed_bath_ratio
3250 Ne 1st Ave,Miami,33137,25.807411,-80.193334,Condo,2.0,1.0,753.0,7500.0,2007.0,False,461805.0,False,False,False,1,1.0,Concrete Block,Other,7348.0,461805.0,18.0,613.2868525896414,9.9601593625498,2.0
6031 Sw 62nd Ter,Miami,33143,25.713096,-80.292232,Single Family,3.0,2.0,1584.0,5003.0,1971.0,False,246291.0,False,False,False,1,1.0,Concrete Block,Other,4949.0,246291.0,54.0,155.48674242424244,3.158459595959596,1.5
9575 Sw 171st Path,Miami,33196,25.676449,-80.472754,Single Family,5.0,4.0,2312.0,2929.0,2015.0,False,505001.0,False,False,False,2,2.0,Concrete Block,Other,12110.0,505001.0,10.0,218.42603806228374,1.2668685121107266,1.25
11307 Sw 167th St,Miami,33157,25.613863,-80.375777,Single Family,3.0,2.0,1395.0,7500.0,1979.0,False,325336.0,False,True,False,1,1.0,Concrete Block,Other,5522.0,325336.0,46.0,233.215770609319,5.376344086021505,1.5
950 Brickell Bay Dr,Miami,33131,25.76501,-80.190169,Condo,2.0,2.0,986.0,7500.0,2008.0,False,495390.0,False,False,False,1,1.0,Concrete Block,Other,8711.0,495390.0,17.0,502.4239350912779,7.606490872210953,1.0
1934 Sw 9th St,Miami,33135,25.764331,-80.227249,Multi-Family,6.0,4.0,2861.0,7645.0,1988.0,False,711488.0,False,False,False,2,1.0,Concrete Block,Other,13262.0,711488.0,37.0,248.68507514854946,2.672142607479902,1.5
14720 Sw 55th Ter,Miami,33185,25.714288,-80.431643,Single Family,4.0,3.0,2668.0,9500.0,1982.0,False,586349.0,False,True,False,1,2.0,Stucco,Other,9777.0,586349.0,43.0,219.77098950524737,3.56071964017991,1.3333333333333333
13358 Sw 152nd St,Miami,33177,25.625726,-80.40923,Condo,2.0,2.0,900.0,7500.0,2000.0,True,69797.0,False,False,False,1,1.0,Concrete Block,Other,1092.0,69797.0,25.0,77.55222222222223,8.333333333333334,1.0
403 Nw 34th St,Miami,33127,25.808696,-80.202476,Single Family,2.0,1.0,783.0,3575.0,1961.0,False,501417.0,False,False,False,1,1.0,Concrete Block,Other,10425.0,501417.0,64.0,640.3793103448276,4.565772669220945,2.0
2110 Nw South River Dr,Miami,33125,25.785868,-80.229958,Single Family,2.0,1.0,1139.0,6600.0,1946.0,False,353720.0,False,True,False,1,1.0,Concrete Block,Other,6973.0,353720.0,79.0,310.5531167690957,5.7945566286215975,2.0
12461 Sw 190th Ter,Miami,33177,25.590194,-80.394329,Single Family,3.0,1.0,1258.0,7725.0,1958.0,False,417363.0,False,False,False,1,1.0,Concrete Block,Other,6182.0,417363.0,67.0,331.7670906200318,6.140699523052464,3.0
6400 Manor Ln,Miami,33143,25.69904,-80.297381,Single Family,3.0,2.0,1737.0,9617.0,1961.0,False,422901.0,False,False,False,1,1.0,Concrete Block,Other,7453.0,422901.0,64.0,243.4663212435233,5.536557282671272,1.5
2793 Sw 31st Pl,Miami,33133,25.74001,-80.244962,Multi-Family,5.0,3.0,2289.0,5500.0,1972.0,True,578313.0,False,False,False,2,1.0,Concrete Block,Other,11028.0,578313.0,53.0,252.64875491480996,2.4027959807776322,1.6666666666666667
14380 Sw 112th Ter,Miami,33186,25.662425,-80.42725,Single Family,3.0,2.0,1661.0,5548.0,1989.0,False,474598.0,False,False,False,1,1.0,Concrete Block,Other,7795.0,474598.0,36.0,285.73028296207104,3.3401565322095124,1.5
11280 Sw 73rd Ter,Miami,33173,25.699731,-80.374557,Single Family,3.0,2.0,1747.0,3465.0,1987.0,False,385687.0,False,False,False,1,1.0,Stucco,Other,6746.0,385687.0,38.0,220.77103606182027,1.983400114481969,1.5
1127 Sw 13th St,Miami,33129,25.761226,-80.213179,Multi-Family,6.0,4.0,2670.0,8750.0,1972.0,False,788627.0,False,False,False,2,1.0,Concrete Block,Other,13293.0,788627.0,53.0,295.36591760299626,3.2771535580524342,1.5
13820 Sw 10th Ter,Miami,33184,25.757461,-80.419136,Single Family,3.0,2.0,1748.0,5000.0,1986.0,False,400545.0,False,False,False,1,1.0,Stucco,Other,7228.0,400545.0,39.0,229.14473684210526,2.860411899313501,1.5
1805 Sw 98th Ct,Miami,33165,25.752426,-80.354627,Single Family,4.0,2.0,1630.0,7700.0,1963.0,False,522000.0,False,False,False,1,1.0,Concrete Block,Other,14600.0,522000.0,62.0,320.2453987730061,4.723926380368098,2.0
15345 Sw 63rd Ter,Miami,33193,25.708759,-80.442578,Single Family,4.0,2.5,2020.0,4570.0,1993.0,True,187786.0,False,True,False,1,2.0,Concrete Block,Other,3386.0,187786.0,32.0,92.96336633663367,2.262376237623762,1.6
9079 Sw 157th Ct,Miami,33196,25.681599,-80.447411,Single Family,4.0,2.5,2348.0,4860.0,1997.0,False,550201.0,False,False,False,1,2.0,Concrete Block,Other,8964.0,550201.0,28.0,234.32751277683136,2.06984667802385,1.6
11502 Sw 148th Ln,Miami,33176,25.629264,-80.380213,Single Family,2.0,1.0,980.0,3855.0,1976.0,False,284000.0,False,False,False,1,1.0,Concrete Block,Other,4772.0,284000.0,49.0,289.7959183673469,3.933673469387755,2.0
1600 Ne 1st Ave,Miami,33132,25.791009,-80.192751,Condo,2.0,2.0,1009.0,7500.0,2018.0,False,538600.0,False,False,False,1,1.0,Concrete Block,Other,11022.0,538600.0,7.0,533.7958374628345,7.433102081268583,1.0
344 Ne 208th Ter,Miami,33179,25.96638,-80.195233,Single Family,3.0,3.5,1662.0,1365.0,2019.0,False,422604.0,False,False,False,1,2.0,Concrete Block,Other,8358.0,422604.0,6.0,254.27436823104694,0.8212996389891697,0.8571428571428571
1430 Brickell Bay Dr,Miami,33131,25.757566,-80.189376,Apartment,1.0,1.0,900.0,7500.0,1961.0,False,330233.0,False,False,False,1,1.0,Concrete Block,Other,5434.0,330233.0,64.0,366.92555555555555,8.333333333333334,1.0
12424 Sw 144th Ter,Miami,33186,25.63323,-80.395008,Single Family,4.0,2.0,2144.0,6116.0,1992.0,False,519172.0,False,True,False,1,2.0,Stucco,Other,8965.0,519172.0,33.0,242.15111940298507,2.8526119402985075,2.0
15313 Sw 138th Ter,Miami,33196,25.638158,-80.442229,Single Family,4.0,2.5,2269.0,8109.0,1998.0,False,529737.0,False,False,False,1,1.0,Concrete Block,Other,9344.0,529737.0,27.0,233.46716615249008,3.5738210665491406,1.6
227 Sw 36th Ave,Miami,33135,25.769614,-80.253127,Multi-Family,4.0,2.0,1683.0,4488.0,1964.0,True,277355.0,False,False,False,2,1.0,Concrete Block,Other,4668.0,277355.0,61.0,164.7979797979798,2.6666666666666665,2.0
11455 Sw 56th St,Miami,33165,25.715287,-80.379809,Single Family,3.0,2.0,1602.0,9375.0,1957.0,False,474510.0,False,True,False,1,1.0,Concrete Block,Other,7832.0,474510.0,68.0,296.19850187265916,5.852059925093633,1.5
13148 Sw 91st Pl,Miami,33176,25.64753,-80.343176,Single Family,2.0,2.0,1205.0,2820.0,1980.0,False,462004.0,False,False,False,1,1.0,Stucco,Other,7437.0,462004.0,45.0,383.4058091286307,2.340248962655602,1.0
1430 Brickell Bay Dr,Miami,33131,25.757566,-80.189376,Apartment,1.0,1.0,750.0,7500.0,1961.0,True,257325.0,False,False,False,1,1.0,Concrete Block,Other,4273.0,257325.0,64.0,343.1,10.0,1.0
2535 Sw 132nd Ct,Miami,33175,25.744133,-80.41066,Single Family,3.0,2.0,1107.0,4560.0,1984.0,False,335721.0,False,False,False,1,1.0,Concrete Block,Other,5719.0,335721.0,41.0,303.2710027100271,4.119241192411924,1.5
12320 Sw 105th St,Miami,33186,25.669337,-80.394092,Single Family,3.0,2.0,1323.0,7500.0,1976.0,False,456804.0,False,True,False,1,1.0,Concrete Block,Other,8439.0,456804.0,49.0,345.27891156462584,5.668934240362812,1.5
3301 Ne 5th Ave,Miami,33137,25.807886,-80.186427,Condo,3.0,1.0,500.0,7500.0,1961.0,False,159500.0,False,False,False,1,1.0,Concrete Block,Other,3195.0,159500.0,64.0,319.0,15.0,3.0
8620 Sw 149th Ave,Miami,33193,25.686299,-80.434975,Condo,3.0,2.0,1240.0,7500.0,1980.0,False,257400.0,False,False,False,1,1.0,Concrete Block,Other,3996.0,257400.0,45.0,207.58064516129033,6.048387096774194,1.5
3001 Sw 1st Ave,Miami,33129,25.750896,-80.210086,Condo,2.0,1.5,1116.0,7500.0,1981.0,False,354750.0,False,False,False,1,1.0,Concrete Block,Other,6228.0,354750.0,44.0,317.8763440860215,6.720430107526882,1.3333333333333333
851 Ne 1st Ave,Miami,33132,25.782889,-80.191906,Condo,1.0,1.5,937.0,7500.0,2019.0,False,530000.0,False,False,False,1,1.0,Concrete Block,Other,12324.0,530000.0,6.0,565.6350053361793,8.0042689434365,0.6666666666666666
495 Brickell Ave,Miami,33131,25.769588,-80.190029,Condo,1.0,1.0,732.0,7500.0,2009.0,False,237395.0,False,False,False,1,1.0,Concrete Block,Other,5155.0,237395.0,16.0,324.3101092896175,10.245901639344263,1.0
15671 Sw 11th Ter,Miami,33194,25.755829,-80.448561,Single Family,4.0,3.0,2700.0,5014.0,2017.0,False,655074.0,False,False,False,1,2.0,Stucco,Other,11357.0,655074.0,8.0,242.62,1.857037037037037,1.3333333333333333
4901 Sw 68th Ave,Miami,33155,25.724432,-80.304026,Multi-Family,4.0,3.0,3338.0,29621.0,1980.0,True,1099097.0,False,True,True,2,2.0,Concrete Block,Other,18652.0,1099097.0,45.0,329.26812462552425,8.873876572798082,1.3333333333333333
13710 Sw 18th Ter,Miami,33175,25.749962,-80.417058,Single Family,3.0,2.0,2024.0,7581.0,1979.0,True,229320.0,False,True,True,1,1.0,Concrete Block,Other,3476.0,229320.0,46.0,113.300395256917,3.7455533596837944,1.5
300 Nw 42nd Ave,Miami,33126,25.775614,-80.264243,Condo,2.0,2.0,958.0,7500.0,1977.0,False,226500.0,False,False,False,1,1.0,Concrete Block,Other,3850.0,226500.0,48.0,236.43006263048017,7.828810020876826,1.0
5830 Sw 57th Ave,Miami,33143,25.716215,-80.285806,Condo,2.0,2.0,762.0,7500.0,2008.0,False,276870.0,False,False,False,1,1.0,Concrete Block,Other,4905.0,276870.0,17.0,363.34645669291336,9.84251968503937,1.0
5830 Sw 57th Ave,Miami,33143,25.716215,-80.285806,Condo,1.0,2.0,616.0,7500.0,2008.0,False,234954.0,False,False,False,1,1.0,Concrete Block,Other,4075.0,234954.0,17.0,381.41883116883116,12.175324675324676,0.5
12520 Sw 124th Path,Miami,33186,25.651556,-80.397078,Single Family,4.0,2.5,1793.0,1430.0,2003.0,False,418000.0,False,True,False,1,2.0,Concrete Block,Other,8730.0,418000.0,22.0,233.12883435582822,0.7975460122699386,1.6
1135 Sw 87th Ave,Miami,33174,25.759002,-80.335722,Single Family,2.0,1.0,1428.0,11103.0,1956.0,False,734419.0,False,True,False,1,1.0,Concrete Block,Other,9994.0,734419.0,69.0,514.2990196078431,7.775210084033613,2.0
7137 Sw 109th Ct,Miami,33173,25.7012,-80.370354,Single Family,2.0,1.0,1365.0,3250.0,1980.0,True,116541.0,False,False,False,1,2.0,Concrete Block,Other,1905.0,116541.0,45.0,85.37802197802198,2.380952380952381,2.0
14541 Polk St,Miami,33176,25.633861,-80.37166,Single Family,3.0,1.0,1757.0,7400.0,1950.0,False,392835.0,False,False,False,1,1.0,Concrete Block,Other,6563.0,392835.0,75.0,223.58281161070005,4.21172453044963,3.0
1331 Brickell Bay Dr,Miami,33131,25.760336,-80.189344,Condo,2.0,2.0,1648.0,7500.0,2004.0,False,950000.0,False,False,False,1,1.0,Concrete Block,Other,20724.0,950000.0,21.0,576.4563106796116,4.550970873786408,1.0
5830 Sw 57th Ave,Miami,33143,25.716215,-80.285806,Condo,3.0,2.0,1193.0,7500.0,2008.0,False,404028.0,False,False,False,1,1.0,Concrete Block,Other,6767.0,404028.0,17.0,338.6655490360436,6.286672254819782,1.5
2507 Trapp Ave,Miami,33133,25.736344,-80.234381,Single Family,3.0,2.0,2029.0,7214.0,1939.0,True,441725.0,False,False,False,1,2.0,Concrete Block,Other,8393.0,441725.0,86.0,217.70576638738294,3.555446032528339,1.5
1010 Sw 2nd Ave,Miami,33130,25.764079,-80.197811,Condo,1.0,1.0,731.0,7500.0,2016.0,True,223406.0,False,False,False,1,1.0,Concrete Block,Other,4747.0,223406.0,9.0,305.6169630642955,10.259917920656635,1.0
14533 Sw 18th St,Miami,33175,25.750585,-80.431013,Single Family,3.0,2.0,2726.0,7064.0,2019.0,False,760957.0,False,False,False,1,1.0,Stucco,Other,13594.0,760957.0,6.0,279.14783565663976,2.591342626559061,1.5
13520 Sw 99th St,Miami,33186,25.675337,-80.414729,Single Family,3.0,2.0,1539.0,4795.0,1986.0,True,413178.0,False,False,False,1,1.0,Stucco,Other,7006.0,413178.0,39.0,268.47173489278754,3.115659519168291,1.5
12259 Sw 148th Ter,Miami,33186,25.630567,-80.391557,Single Family,3.0,2.0,1611.0,1384.0,1999.0,False,317755.0,False,False,False,1,2.0,Stucco,Other,5924.0,317755.0,26.0,197.24084419615147,0.8590937306021105,1.5
1430 Brickell Bay Dr,Miami,33131,25.757566,-80.189376,Apartment,0.0,1.0,600.0,7500.0,1961.0,True,211048.0,False,False,False,1,1.0,Concrete Block,Other,3842.0,211048.0,64.0,351.74666666666667,12.5,0.0
910 Sw 93rd Ave,Miami,33174,25.76047,-80.346475,Single Family,4.0,2.0,3303.0,8295.0,1959.0,False,673115.0,False,False,False,1,1.0,Concrete Block,Other,10928.0,673115.0,66.0,203.78897971541022,2.511353315168029,2.0
14233 Sw 177th Ter,Miami,33177,25.602362,-80.422778,Single Family,3.0,2.0,1463.0,3956.0,1996.0,False,392654.0,False,True,False,1,1.0,Concrete Block,Other,6747.0,392654.0,29.0,268.38961038961037,2.7040328092959673,1.5
6601 Sw 162nd Ct,Miami,33193,25.703661,-80.455032,Single Family,5.0,3.0,2663.0,6000.0,2001.0,False,597365.0,False,True,False,1,2.0,Stucco,Other,10235.0,597365.0,24.0,224.32031543372136,2.253098009763425,1.6666666666666667
1411 Sw 139th Ave,Miami,33184,25.753855,-80.420435,Single Family,3.0,2.5,2010.0,7500.0,1986.0,False,592067.0,False,True,False,1,1.0,Concrete Block,Other,9738.0,592067.0,39.0,294.5606965174129,3.7313432835820897,1.2
3220 Sw 26th St,Miami,33133,25.74307,-80.24681,Multi-Family,4.0,2.0,1890.0,5317.0,1970.0,True,335690.0,False,False,False,2,1.0,Concrete Block,Other,5912.0,335690.0,55.0,177.6137566137566,2.8132275132275133,2.0
2502 Sw 138th Ave,Miami,33175,25.744396,-80.41829,Single Family,3.0,2.0,1803.0,5000.0,1985.0,False,402677.0,False,False,False,1,1.0,Stucco,Other,7327.0,402677.0,40.0,223.33721575152524,2.7731558513588466,1.5
9320 Sw 57th Ter,Miami,33173,25.714563,-80.345475,Single Family,3.0,2.0,2304.0,7650.0,1960.0,True,270239.0,False,True,True,1,1.0,Concrete Block,Other,4150.0,270239.0,65.0,117.29123263888889,3.3203125,1.5
9197 Fontainebleau Blvd,Miami,33172,25.777042,-80.343149,Condo,3.0,2.5,1900.0,7500.0,1980.0,True,343785.0,False,False,False,1,1.0,Concrete Block,Other,5231.0,343785.0,45.0,180.93947368421053,3.9473684210526314,1.2
14049 Sw 126th Path,Miami,33186,25.635718,-80.397826,Single Family,4.0,3.0,1758.0,1643.0,2020.0,False,408000.0,False,False,False,1,2.0,Concrete Block,Other,7054.0,408000.0,5.0,232.08191126279863,0.934584755403868,1.3333333333333333
1750 N Bayshore Dr,Miami,33132,25.79227,-80.187307,Condo,1.0,1.0,825.0,7500.0,2007.0,False,318111.0,False,False,False,1,1.0,Concrete Block,Other,5469.0,318111.0,18.0,385.5890909090909,9.090909090909092,1.0
14271 Sw 107th Ter,Miami,33186,25.667834,-80.425912,Single Family,4.0,2.0,2407.0,7500.0,1981.0,False,563205.0,False,True,False,1,1.0,Concrete Block,Other,9039.0,563205.0,44.0,233.98628998753634,3.115911923556294,2.0
443 Nw 13th Ave,Miami,33125,25.778097,-80.216336,Apartment,8.0,4.0,2599.0,5000.0,1971.0,True,211512.0,False,False,False,4,2.0,Concrete Block / Stucco,Other,4713.0,211512.0,54.0,81.38207002693343,1.9238168526356292,2.0
20760 Ne 2nd Ct,Miami,33179,25.965968,-80.197611,Single Family,3.0,2.5,1704.0,1932.0,2019.0,False,441118.0,False,False,False,1,2.0,Concrete Block,Other,8944.0,441118.0,6.0,258.8720657276995,1.1338028169014085,1.2
909 Ne 193rd Ter,Miami,33179,25.952858,-80.183514,Single Family,4.0,2.5,2524.0,4495.0,2013.0,False,713421.0,False,False,False,1,2.0,Stucco,Other,11939.0,713421.0,12.0,282.65491283676704,1.7809033280507132,1.6
2314 Sw 58th Ct,Miami,33155,25.749099,-80.29065,Single Family,3.0,2.0,1805.0,5720.0,1977.0,True,356612.0,False,False,False,1,1.0,Concrete Block,Other,5579.0,356612.0,48.0,197.56897506925208,3.1689750692520775,1.5
9520 Sw 80th St,Miami,33173,25.694398,-80.348358,Single Family,3.0,2.0,1528.0,8000.0,1969.0,True,444822.0,False,True,False,1,1.0,Concrete Block,Other,7336.0,444822.0,56.0,291.11387434554973,5.2356020942408374,1.5
10286 Nw 9th Street Cir,Miami,33172,25.776296,-80.362627,Condo,3.0,2.0,1275.0,7500.0,1977.0,False,221230.0,False,False,False,1,1.0,Concrete Block,Other,3770.0,221230.0,48.0,173.51372549019607,5.882352941176471,1.5
230 Nw 109th Ave,Miami,33172,25.771446,-80.373984,Condo,3.0,2.5,1500.0,7500.0,2017.0,False,340735.0,False,False,False,1,1.0,Concrete Block,Other,5608.0,340735.0,8.0,227.15666666666667,5.0,1.2
14941 Sw 17th Ln,Miami,33185,25.750754,-80.437355,Single Family,4.0,3.0,3043.0,6401.0,2004.0,False,718300.0,False,True,False,1,2.0,Stucco,Other,12050.0,718300.0,21.0,236.0499507065396,2.1035162668419325,1.3333333333333333
11451 Sw 193rd Ter,Miami,33157,25.587263,-80.378149,Single Family,3.0,1.0,1056.0,7500.0,1970.0,False,360080.0,False,False,False,1,1.0,Concrete Block,Other,4990.0,360080.0,55.0,340.9848484848485,7.1022727272727275,3.0
18014 Sw 154th Ave,Miami,33187,25.59957,-80.441876,Single Family,4.0,3.0,1850.0,6100.0,1997.0,False,465125.0,False,True,False,1,2.0,Concrete Block,Other,7950.0,465125.0,28.0,251.4189189189189,3.2972972972972974,1.3333333333333333
21222 Sw 125th Path,Miami,33177,25.569464,-80.394712,Single Family,3.0,2.0,1366.0,5282.0,2004.0,False,406593.0,False,True,False,1,1.0,Concrete Block,Other,6529.0,406593.0,21.0,297.65226939970717,3.8667642752562226,1.5
15535 Sw 11th Ter,Miami,33194,25.755883,-80.447338,Single Family,5.0,4.0,3073.0,5256.0,2018.0,False,740822.0,False,False,False,1,2.0,Stucco,Other,12219.0,740822.0,7.0,241.0745200130166,1.710380735437683,1.25
4656 Sw 12th St,Miami,33134,25.760341,-80.270556,Single Family,3.0,2.0,1324.0,5750.0,1941.0,False,586313.0,False,False,True,1,1.0,Concrete Block,Other,9083.0,586313.0,84.0,442.8345921450151,4.342900302114804,1.5
18168 Sw 151st Ave,Miami,33187,25.597606,-80.437241,Single Family,4.0,3.0,2127.0,7725.0,2001.0,False,579603.0,False,True,False,1,1.0,Concrete Block,Other,8896.0,579603.0,24.0,272.4978843441467,3.631875881523272,1.3333333333333333
659 Ne 68th St,Miami,33138,25.838162,-80.183082,Multi-Family,3.0,1.0,2160.0,13500.0,1929.0,True,933394.0,False,False,False,2,1.0,Concrete Block,Other,15921.0,933394.0,96.0,432.1268518518518,6.25,3.0
1450 Brickell Bay Dr,Miami,33131,25.757471,-80.190752,Condo,1.0,2.0,1030.0,7500.0,1977.0,False,415150.0,False,False,False,1,1.0,Concrete Block,Other,7254.0,415150.0,48.0,403.05825242718447,7.281553398058253,0.5
945 Ne 75th St,Miami,33138,25.844185,-80.176977,Single Family,2.0,2.0,1513.0,15375.0,1948.0,False,2979750.0,False,True,False,1,1.0,Concrete Block,Other,41505.0,2979750.0,77.0,1969.431592861864,10.161929940515533,1.0
1408 Brickell Bay Dr,Miami,33131,25.759024,-80.189855,Condo,1.0,1.0,787.0,7500.0,1964.0,False,309650.0,False,False,False,1,1.0,Concrete Block,Other,5753.0,309650.0,61.0,393.4561626429479,9.529860228716645,1.0
12158 Sw 137th Ter,Miami,33186,25.640003,-80.389708,Single Family,4.0,2.5,1926.0,4000.0,1997.0,False,440311.0,False,False,False,1,2.0,Concrete Block,Other,7546.0,440311.0,28.0,228.61422637590863,2.0768431983385254,1.6
14139 Sw 126th Path,Miami,33186,25.636382,-80.397227,Single Family,3.0,3.0,1694.0,1643.0,2020.0,False,400000.0,False,False,False,1,2.0,Concrete Block,Other,6918.0,400000.0,5.0,236.12750885478158,0.9698937426210154,1.0
900 Biscayne Blvd,Miami,33132,25.783418,-80.190087,Condo,1.0,1.5,912.0,7500.0,2008.0,False,598451.0,False,False,False,1,1.0,Concrete Block,Other,10617.0,598451.0,17.0,656.1962719298245,8.223684210526315,0.6666666666666666
4025 Nw 4th St,Miami,33126,25.776159,-80.261854,Single Family,3.0,2.0,1799.0,6464.0,1947.0,False,478858.0,False,False,False,1,1.0,Concrete Block,Other,8721.0,478858.0,78.0,266.1801000555864,3.5931072818232352,1.5
4328 Sw 97th Ave,Miami,33165,25.727786,-80.351753,Single Family,4.0,2.0,2341.0,7650.0,1959.0,True,266223.0,False,False,False,1,1.0,Concrete Block,Other,4566.0,266223.0,66.0,113.72191371208885,3.2678342588637332,2.0
8405 Nw 8th St,Miami,33126,25.779301,-80.333614,Condo,1.0,1.0,777.0,7500.0,1977.0,False,177800.0,False,False,False,1,1.0,Concrete Block,Other,2764.0,177800.0,48.0,228.82882882882882,9.652509652509652,1.0
6445 Sw 6th St,Miami,33144,25.765353,-80.300797,Single Family,3.0,2.0,1855.0,7800.0,1947.0,True,468300.0,False,True,False,1,1.0,Concrete Block,Other,9495.0,468300.0,78.0,252.45283018867926,4.204851752021563,1.5
14129 Sw 126th Path,Miami,33186,25.636422,-80.397191,Single Family,4.0,3.0,1758.0,1643.0,2020.0,False,408000.0,False,False,False,1,2.0,Concrete Block,Other,7054.0,408000.0,5.0,232.08191126279863,0.934584755403868,1.3333333333333333
14119 Sw 126th Path,Miami,33186,25.636462,-80.397156,Single Family,4.0,3.0,1758.0,1643.0,2020.0,False,408000.0,False,False,False,1,2.0,Concrete Block,Other,7054.0,408000.0,5.0,232.08191126279863,0.934584755403868,1.3333333333333333
5790 Sw 156th Ct,Miami,33193,25.711799,-80.446485,Single Family,4.0,2.0,1693.0,4615.0,1988.0,False,452645.0,False,True,False,1,1.0,Concrete Block,Other,8065.0,452645.0,37.0,267.3626698168931,2.7259303012404015,2.0
15650 Sw 11th Ter,Miami,33194,25.755413,-80.448368,Single Family,4.0,3.0,2666.0,5012.0,2016.0,False,642641.0,False,False,False,1,2.0,Stucco,Other,11179.0,642641.0,9.0,241.05063765941486,1.8799699924981246,1.3333333333333333
401 Nw 107th Ave,Miami,33172,25.773257,-80.368643,Condo,1.0,1.0,893.0,7500.0,1977.0,True,218640.0,False,False,False,1,1.0,Concrete Block,Other,3023.0,218640.0,48.0,244.83762597984324,8.3986562150056,1.0
3620 Sw 122nd Ct,Miami,33175,25.734604,-80.39201,Single Family,2.0,1.0,1125.0,8000.0,1962.0,False,423836.0,False,False,False,1,1.0,Stucco,Other,6997.0,423836.0,63.0,376.7431111111111,7.111111111111111,2.0
19341 Ne 19th Ave,Miami,33179,25.954143,-80.163307,Single Family,3.0,2.0,1942.0,7500.0,1958.0,False,666418.0,False,False,False,1,1.0,Concrete Block,Other,9975.0,666418.0,67.0,343.16065911431514,3.861997940267765,1.5
950 Brickell Bay Dr,Miami,33131,25.764988,-80.189707,Condo,1.0,1.0,628.0,7500.0,2008.0,False,378620.0,False,False,False,1,1.0,Concrete Block,Other,6509.0,378620.0,17.0,602.8980891719746,11.94267515923567,1.0
